Date,Value
1982-04-30,1136.44
1982-03-31,1270.23
1982-02-28,972.22
1982-01-31,968.39
1981-12-31,959.15
1981-11-30,988.07
1981-10-31,996.32
1981-09-30,959.05
1981-08-31,920.59
1981-07-31,954.06
1981-06-30,1101.04
1981-05-31,905.57
1981-04-30,1123.45
1981-03-31,1174.55
1981-02-28,816.44
1981-01-31,955.71
1980-12-31,1025.32
1980-11-30,989.25
1980-10-31,1031.99
1980-09-30,1057.73
1980-08-31,966.21
1980-07-31,1021.71
1980-06-30,829.69
1980-05-31,764.86
1980-04-30,674.0
1980-03-31,876.41
1980-02-29,956.65
1980-01-31,1158.48
1979-12-31,710.29
1979-11-30,653.67
1979-10-31,858.0
1979-09-30,714.05
1979-08-31,825.08
1979-07-31,680.78
1979-06-30,728.47
1979-05-31,623.65
1979-04-30,620.73
1979-03-31,650.12
1979-02-28,475.73
1979-01-31,615.62
1978-12-31,492.51
1978-11-30,514.64
1978-10-31,682.21
1978-09-30,672.12
1978-08-31,865.01
1978-07-31,541.41
1978-06-30,671.26
1978-05-31,775.85
1978-04-30,695.67
1978-03-31,497.63
1978-02-28,368.6
1978-01-31,428.15
1977-12-31,451.35
1977-11-30,494.71
1977-10-31,413.52
1977-09-30,383.7
1977-08-31,433.05
1977-07-31,449.52
1977-06-30,484.17
1977-05-31,425.86
1977-04-30,403.02
1977-03-31,434.77
1977-02-28,398.48
1977-01-31,501.62
1976-12-31,534.58
1976-11-30,381.04
1976-10-31,361.36
1976-09-30,414.8
1976-08-31,346.66
1976-07-31,393.78
1976-06-30,417.21
1976-05-31,355.88
1976-04-30,392.24
1976-03-31,530.58
1976-02-29,596.14
1976-01-31,635.85
1975-12-31,348.95
1975-11-30,318.86
1975-10-31,365.54
1975-09-30,275.11
1975-08-31,281.43
1975-07-31,441.67
1975-06-30,446.97
1975-05-31,457.52
1975-04-30,447.32
1975-03-31,453.6
1975-02-28,423.74
1975-01-31,432.53
1974-12-31,315.14
1974-11-30,286.82
1974-10-31,377.11
1974-09-30,279.96
1974-08-31,280.11
1974-07-31,274.09
1974-06-30,245.36
1974-05-31,275.26
1974-04-30,254.28
1974-03-31,309.01
1974-02-28,256.83
1974-01-31,363.14
1973-12-31,384.54
1973-11-30,399.93
1973-10-31,422.9
1973-09-30,329.08
1973-08-31,270.51
1973-07-31,307.76
1973-06-30,268.72
1973-05-31,337.24
1973-04-30,278.0
1973-03-31,342.41
1973-02-28,318.3
1973-01-31,393.8
1972-12-31,344.77
1972-11-30,405.65
1972-10-31,317.4
1972-09-30,246.28
1972-08-31,357.0
1972-07-31,288.99
1972-06-30,314.56
1972-05-31,316.35
1972-04-30,368.03
1972-03-31,403.73
1972-02-29,376.34
1972-01-31,379.52
1971-12-31,377.76
1971-11-30,276.42
1971-10-31,280.15
1971-09-30,252.8
1971-08-31,320.62
1971-07-31,265.31
1971-06-30,303.65
1971-05-31,303.15
1971-04-30,401.65
1971-03-31,389.98
1971-02-28,371.26
1971-01-31,348.57
1970-12-31,335.31
1970-11-30,230.38
1970-10-31,261.5
1970-09-30,302.89
1970-08-31,218.81
1970-07-31,227.87
1970-06-30,226.46
1970-05-31,258.29
1970-04-30,223.21
1970-03-31,212.97
1970-02-28,218.49
1970-01-31,221.16
1969-12-31,272.45
1969-11-30,213.7
1969-10-31,310.18
1969-09-30,219.22
1969-08-31,201.77
1969-07-31,228.31
1969-06-30,235.26
1969-05-31,256.66
1969-04-30,237.02
1969-03-31,199.2
1969-02-28,210.33
1969-01-31,266.69
1968-12-31,267.57
1968-11-30,251.95
1968-10-31,272.02
1968-09-30,228.39
1968-08-31,194.06
1968-07-31,242.53
1968-06-30,257.37
1968-05-31,292.07
1968-04-30,295.57
1968-03-31,192.73
1968-02-29,174.45
1968-01-31,262.84
1967-12-31,229.53
1967-11-30,211.56
1967-10-31,224.9
1967-09-30,205.03
1967-08-31,207.86
1967-07-31,216.69
1967-06-30,212.65
1967-05-31,218.52
1967-04-30,187.79
1967-03-31,224.78
1967-02-28,183.08
1967-01-31,207.58
1966-12-31,165.55
1966-11-30,145.94
1966-10-31,146.38
1966-09-30,120.16
1966-08-31,162.47
1966-07-31,119.94
1966-06-30,140.65
1966-05-31,171.46
1966-04-30,186.2
1966-03-31,191.52
1966-02-28,166.32
1966-01-31,182.9
1965-12-31,191.18
1965-11-30,147.19
1965-10-31,164.2
1965-09-30,155.46
1965-08-31,109.17
1965-07-31,85.18
1965-06-30,125.27
1965-05-31,110.21
1965-04-30,119.14
1965-03-31,124.83
1965-02-28,112.29
1965-01-31,109.13
1964-12-31,104.04
1964-11-30,93.64
1964-10-31,106.58
1964-09-30,109.79
1964-08-31,82.31
1964-07-31,102.59
1964-06-30,96.18
1964-05-31,99.16
1964-04-30,123.54
1964-03-31,113.99
1964-02-29,88.14
1964-01-31,116.63
1963-12-31,98.73
1963-11-30,93.97
1963-10-31,122.26
1963-09-30,111.19
1963-08-31,87.03
1963-07-31,76.28
1963-06-30,90.56
1963-05-31,105.19
1963-04-30,109.93
1963-03-31,71.37
1963-02-28,79.19
1963-01-31,100.61
1962-12-31,80.96
1962-11-30,96.06
1962-10-31,78.72
1962-09-30,62.89
1962-08-31,77.46
1962-07-31,74.16
1962-06-30,96.27
1962-05-31,243.7
1962-04-30,65.26
1962-03-31,68.48
1962-02-28,66.13
1962-01-31,80.88
1961-12-31,82.4
1961-11-30,87.79
1961-10-31,72.99
1961-09-30,63.86
1961-08-31,81.53
1961-07-31,60.9
1961-06-30,73.12
1961-05-31,96.95
1961-04-30,101.78
1961-03-31,118.03
1961-02-28,92.8
1961-01-31,89.11
1960-12-31,77.35
1960-11-30,62.0
1960-10-31,54.43
1960-09-30,60.85
1960-08-31,65.35
1960-07-31,53.87
1960-06-30,75.53
1960-05-31,68.83
1960-04-30,57.29
1960-03-31,65.72
1960-02-29,60.53
1960-01-31,63.93
1959-12-31,73.24
1959-11-30,64.56
1959-10-31,61.33
1959-09-30,57.52
1959-08-31,51.05
1959-07-31,70.89
1959-06-30,64.35
1959-05-31,70.97
1959-04-30,75.89
1959-03-31,82.45
1959-02-28,65.79
1959-01-31,120.54
1958-12-31,75.92
1958-11-30,74.37
1958-10-31,95.09
1958-09-30,71.97
1958-08-31,62.37
1958-07-31,69.5
1958-06-30,56.62
1958-05-31,54.18
1958-04-30,50.31
1958-03-31,46.68
1958-02-28,40.2
1958-01-31,49.87
1957-12-31,54.47
1957-11-30,48.22
1957-10-31,64.29
1957-09-30,36.87
1957-08-31,41.41
1957-07-31,48.26
1957-06-30,44.48
1957-05-31,52.56
1957-04-30,48.31
1957-03-31,35.65
1957-02-28,37.58
1957-01-31,48.16
1956-12-31,46.41
1956-11-30,43.55
1956-10-31,40.34
1956-09-30,37.23
1956-08-31,44.52
1956-07-31,45.71
1956-06-30,37.2
1956-05-31,53.23
1956-04-30,54.11
1956-03-31,60.36
1956-02-29,46.4
1956-01-31,47.2
1955-12-31,50.99
1955-11-30,46.38
1955-10-31,41.18
1955-09-30,60.1
1955-08-31,41.81
1955-07-31,48.51
1955-06-30,58.15
1955-05-31,45.43
1955-04-30,53.79
1955-03-31,66.87
1955-02-28,60.72
1955-01-31,74.65
1954-12-31,76.46
1954-11-30,63.93
1954-10-31,44.18
1954-09-30,41.23
1954-08-31,56.93
1954-07-31,51.85
1954-06-30,42.22
1954-05-31,41.91
1954-04-30,43.87
1954-03-31,44.13
1954-02-28,33.29
1954-01-31,33.37
1953-12-31,36.16
1953-11-30,26.68
1953-10-31,25.73
1953-09-30,27.17
1953-08-31,23.89
1953-07-31,22.23
1953-06-30,26.08
1953-05-31,25.77
1953-04-30,34.37
1953-03-31,42.47
1953-02-28,30.21
1953-01-31,34.09
1952-12-31,40.52
1952-11-30,30.24
1952-10-31,25.98
1952-09-30,24.14
1952-08-31,20.9
1952-07-31,24.12
1952-06-30,25.52
1952-05-31,23.66
1952-04-30,28.96
1952-03-31,29.51
1952-02-29,27.2
1952-01-31,37.14
1951-12-31,30.08
1951-11-30,25.68
1951-10-31,42.53
1951-09-30,36.39
1951-08-31,33.64
1951-07-31,27.99
1951-06-30,27.4
1951-05-31,38.46
1951-04-30,34.29
1951-03-31,35.63
1951-02-28,41.23
1951-01-31,70.18
1950-12-31,59.82
1950-11-30,43.09
1950-10-31,48.39
1950-09-30,38.59
1950-08-31,38.47
1950-07-31,43.85
1950-06-30,45.65
1950-05-31,41.6
1950-04-30,48.24
1950-03-31,40.41
1950-02-28,33.41
1950-01-31,42.58
1949-12-31,39.29
1949-11-30,27.24
1949-10-31,28.89
1949-09-30,23.84
1949-08-31,21.79
1949-07-31,18.75
1949-06-30,17.77
1949-05-31,18.18
1949-04-30,19.0
1949-03-31,21.14
1949-02-28,17.18
1949-01-31,18.83
1948-12-31,27.96
1948-11-30,28.32
1948-10-31,20.43
1948-09-30,17.56
1948-08-31,15.04
1948-07-31,24.59
1948-06-30,30.92
1948-05-31,42.77
1948-04-30,34.61
1948-03-31,22.99
1948-02-29,16.8
1948-01-31,20.22
1947-12-31,27.61
1947-11-30,17.22
1947-10-31,27.78
1947-09-30,16.02
1947-08-31,14.15
1947-07-31,25.47
1947-06-30,17.48
1947-05-31,20.62
1947-04-30,20.62
1947-03-31,19.34
1947-02-28,23.76
1947-01-31,23.56
1946-12-31,39.34
1946-11-30,23.82
1946-10-31,30.38
1946-09-30,43.45
1946-08-31,20.81
1946-07-31,20.6
1946-06-30,21.72
1946-05-31,30.41
1946-04-30,31.43
1946-03-31,25.66
1946-02-28,34.09
1946-01-31,51.51
1945-12-31,34.15
1945-11-30,40.41
1945-10-31,35.48
1945-09-30,25.13
1945-08-31,43.43
1945-07-31,19.98
1945-06-30,41.31
1945-05-31,32.02
1945-04-30,28.27
1945-03-31,27.49
1945-02-28,32.61
1945-01-31,39.0
1944-12-31,31.26
1944-11-30,18.02
1944-10-31,17.53
1944-09-30,16.24
1944-08-31,20.75
1944-07-31,28.22
1944-06-30,37.71
1944-05-31,17.23
1944-04-30,13.85
1944-03-31,27.64
1944-02-29,17.1
1944-01-31,17.81
1943-12-31,19.53
1943-11-30,18.25
1943-10-31,13.92
1943-09-30,14.69
1943-08-31,14.25
1943-07-31,26.32
1943-06-30,23.42
1943-05-31,35.05
1943-04-30,33.55
1943-03-31,37.0
1943-02-28,24.43
1943-01-31,18.03
1942-12-31,19.31
1942-11-30,13.44
1942-10-31,15.93
1942-09-30,9.45
1942-08-31,7.39
1942-07-31,8.37
1942-06-30,7.47
1942-05-31,7.23
1942-04-30,7.59
1942-03-31,8.59
1942-02-28,7.93
1942-01-31,12.99
1941-12-31,36.39
1941-11-30,15.05
1941-10-31,13.15
1941-09-30,13.55
1941-08-31,10.86
1941-07-31,17.87
1941-06-30,10.46
1941-05-31,9.67
1941-04-30,11.19
1941-03-31,10.12
1941-02-28,8.97
1941-01-31,13.31
1940-12-31,18.4
1940-11-30,20.89
1940-10-31,14.49
1940-09-30,11.94
1940-08-31,7.61
1940-07-31,8.31
1940-06-30,15.57
1940-05-31,38.96
1940-04-30,26.7
1940-03-31,16.27
1940-02-29,13.47
1940-01-31,15.99
1939-12-31,17.77
1939-11-30,19.23
1939-10-31,23.73
1939-09-30,57.09
1939-08-31,17.37
1939-07-31,18.07
1939-06-30,11.96
1939-05-31,12.94
1939-04-30,20.25
1939-03-31,24.56
1939-02-28,13.87
1939-01-31,25.18
1938-12-31,27.47
1938-11-30,27.92
1938-10-31,41.56
1938-09-30,23.83
1938-08-31,20.73
1938-07-31,38.77
1938-06-30,24.37
1938-05-31,14.0
1938-04-30,17.12
1938-03-31,23.0
1938-02-28,14.53
1938-01-31,24.15
1937-12-31,28.42
1937-11-30,29.25
1937-10-31,51.13
1937-09-30,33.85
1937-08-31,17.21
1937-07-31,20.72
1937-06-30,16.45
1937-05-31,18.55
1937-04-30,34.61
1937-03-31,50.35
1937-02-28,47.56
1937-01-31,58.67
1936-12-31,48.6
1936-11-30,50.47
1936-10-31,44.0
1936-09-30,30.87
1936-08-31,26.56
1936-07-31,33.39
1936-06-30,21.43
1936-05-31,20.61
1936-04-30,39.61
1936-03-31,51.02
1936-02-29,60.88
1936-01-31,67.2
1935-12-31,45.59
1935-11-30,57.46
1935-10-31,46.66
1935-09-30,34.73
1935-08-31,42.93
1935-07-31,29.43
1935-06-30,22.34
1935-05-31,30.44
1935-04-30,22.41
1935-03-31,15.85
1935-02-28,14.4
1935-01-31,19.41
1934-12-31,23.59
1934-11-30,20.87
1934-10-31,15.66
1934-09-30,12.64
1934-08-31,16.69
1934-07-31,21.11
1934-06-30,16.8
1934-05-31,25.34
1934-04-30,29.85
1934-03-31,29.91
1934-02-28,56.83
1934-01-31,54.57
1933-12-31,34.88
1933-11-30,33.65
1933-10-31,39.37
1933-09-30,43.33
1933-08-31,42.46
1933-07-31,120.27
1933-06-30,125.62
1933-05-31,104.21
1933-04-30,52.9
1933-03-31,20.1
1933-02-28,19.31
1933-01-31,18.72
1932-12-31,23.2
1932-11-30,23.05
1932-10-31,29.2
1932-09-30,67.38
1932-08-31,82.63
1932-07-31,23.06
1932-06-30,23.0
1932-05-31,23.14
1932-04-30,31.47
1932-03-31,33.03
1932-02-29,31.72
1932-01-31,34.36
1931-12-31,50.11
1931-11-30,37.36
1931-10-31,47.92
1931-09-30,51.04
1931-08-31,24.83
1931-07-31,33.55
1931-06-30,58.64
1931-05-31,46.66
1931-04-30,54.35
1931-03-31,65.66
1931-02-28,64.18
1931-01-31,42.5
1930-12-31,58.76
1930-11-30,52.15
1930-10-31,65.5
1930-09-30,53.55
1930-08-31,39.87
1930-07-31,47.75
1930-06-30,76.59
1930-05-31,78.04
1930-04-30,111.04
1930-03-31,96.56
1930-02-28,68.72
1930-01-31,62.31
1929-12-31,83.67
1929-11-30,72.46
1929-10-31,141.67
1929-09-30,100.06
1929-08-31,95.7
1929-07-31,93.38
1929-06-30,69.55
1929-05-31,91.31
1929-04-30,82.59
1929-03-31,105.63
1929-02-28,77.97
1929-01-31,110.8
1928-12-31,123.18
1928-11-30,114.9
1928-10-31,98.9
1928-09-30,92.2
1928-08-31,68.77
1928-07-31,38.8
1928-06-30,65.24
1928-05-31,84.75
1928-04-30,81.5
1928-03-31,85.98
1928-02-29,47.04
1928-01-31,57.58
1927-12-31,62.63
1927-11-30,51.7
1927-10-31,50.64
1927-09-30,51.72
1927-08-31,51.05
1927-07-31,39.02
1927-06-30,48.8
1927-05-31,46.69
1927-04-30,49.84
1927-03-31,49.64
1927-02-28,44.52
1927-01-31,34.58
1926-12-31,41.77
1926-11-30,31.3
1926-10-31,40.09
1926-09-30,37.39
1926-08-31,44.81
1926-07-31,37.05
1926-06-30,39.0
1926-05-31,23.42
1926-04-30,30.5
1926-03-31,52.29
1926-02-28,35.7
1926-01-31,39.23
1925-12-31,43.41
1925-11-30,49.62
1925-10-31,79.59
1925-09-30,37.39
1925-08-31,33.04
1925-07-31,33.03
1925-06-30,31.19
1925-05-31,36.94
1925-04-30,25.28
1925-03-31,39.27
1925-02-28,33.3
1925-01-31,41.86
1924-12-31,43.76
1924-11-30,41.9
1924-10-31,17.89
1924-09-30,18.46
1924-08-31,22.82
1924-07-31,24.31
1924-06-30,16.97
1924-05-31,13.68
1924-04-30,17.81
1924-03-31,18.33
1924-02-29,20.6
1924-01-31,27.05
1923-12-31,24.55
1923-11-30,22.53
1923-10-31,15.87
1923-09-30,14.67
1923-08-31,13.41
1923-07-31,12.6
1923-06-30,19.91
1923-05-31,23.25
1923-04-30,20.18
1923-03-31,25.9
1923-02-28,22.81
1923-01-31,20.45
1922-12-31,19.75
1922-11-30,21.0
1922-10-31,25.69
1922-09-30,21.87
1922-08-31,17.83
1922-07-31,15.41
1922-06-30,24.46
1922-05-31,29.58
1922-04-30,30.55
1922-03-31,22.56
1922-02-28,16.11
1922-01-31,15.48
1921-12-31,17.92
1921-11-30,15.3
1921-10-31,13.12
1921-09-30,12.76
1921-08-31,11.04
1921-07-31,9.25
1921-06-30,18.4
1921-05-31,17.1
1921-04-30,15.73
1921-03-31,15.94
1921-02-28,10.27
1921-01-31,16.11
1920-12-31,24.27
1920-11-30,22.26
1920-10-31,13.65
1920-09-30,15.41
1920-08-31,13.79
1920-07-31,12.56
1920-06-30,9.32
1920-05-31,16.59
1920-04-30,28.4
1920-03-31,28.95
1920-02-29,22.86
1920-01-31,19.99
1919-12-31,24.96
1919-11-30,30.19
1919-10-31,37.29
1919-09-30,24.01
1919-08-31,24.3
1919-07-31,34.44
1919-06-30,31.83
1919-05-31,34.54
1919-04-30,28.63
1919-03-31,21.2
1919-02-28,12.17
1919-01-31,11.64
1918-12-31,11.95
1918-11-30,14.88
1918-10-31,20.25
1918-09-30,7.85
1918-08-31,6.85
1918-07-31,8.48
1918-06-30,11.45
1918-05-31,20.95
1918-04-30,7.28
1918-03-31,8.25
1918-02-28,11.25
1918-01-31,12.96
1917-12-31,12.8
1917-11-30,14.81
1917-10-31,17.45
1917-09-30,13.77
1917-08-31,11.7
1917-07-31,12.89
1917-06-30,18.91
1917-05-31,19.56
1917-04-30,14.24
1917-03-31,18.54
1917-02-28,13.66
1917-01-31,16.45
1916-12-31,31.59
1916-11-30,34.47
1916-10-31,28.37
1916-09-30,30.09
1916-08-31,14.42
1916-07-31,9.2
1916-06-30,12.66
1916-05-31,16.28
1916-04-30,12.54
1916-03-31,15.07
1916-02-29,12.06
1916-01-31,15.89
1915-12-31,13.7
1915-11-30,17.47
1915-10-31,26.62
1915-09-30,18.37
1915-08-31,20.42
1915-07-31,14.17
1915-06-30,11.03
1915-05-31,12.56
1915-04-30,20.98
1915-03-31,7.81
1915-02-28,4.34
1915-01-31,5.03
1914-12-31,1.87
1914-11-30,0.0
1914-10-31,0.0
1914-09-30,0.0
1914-08-31,0.0
1914-07-31,7.83
1914-06-30,3.99
1914-05-31,4.69
1914-04-30,7.05
1914-03-31,5.82
1914-02-28,6.18
1914-01-31,9.99
1913-12-31,7.08
1913-11-30,3.73
1913-10-31,7.36
1913-09-30,7.66
1913-08-31,6.06
1913-07-31,5.15
1913-06-30,9.55
1913-05-31,5.52
1913-04-30,8.44
1913-03-31,7.16
1913-02-28,6.58
1913-01-31,8.68
1912-12-31,12.5
1912-11-30,9.62
1912-10-31,14.06
1912-09-30,9.61
